glyph_id,char,source,key_hex,unicode
0x51A,枫,private,0xF6A2,U+67AB
0x51B,架,private,0xF6A3,U+67B6
0x51C,柄,private,0xF6A4,U+67C4
0x51D,柏,private,0xF6A5,U+67CF
0x51E,某,private,0xF6A6,U+67D0
0x51F,柑,private,0xF6A7,U+67D1
0x520,染,private,0xF6A8,U+67D3
0x521,柔,private,0xF6A9,U+67D4
0x522,柜,private,0xF6AA,U+67DC
0x523,柠,private,0xF6AB,U+67E0
0x524,查,private,0xF6AC,U+67E5
0x525,柱,private,0xF6AD,U+67F1
0x526,柴,private,0xF6AE,U+67F4
0x527,栃,private,0xF6AF,U+6803
0x528,标,private,0xF6B0,U+6807
0x529,栋,private,0xF6B1,U+680B
0x52A,树,private,0xF6B2,U+6811
0x52B,校,private,0xF6B3,U+6821
0x52C,样,private,0xF6B4,U+6837
0x52D,核,private,0xF6B5,U+6838
0x52E,根,private,0xF6B6,U+6839
0x52F,格,private,0xF6B7,U+683C
0x530,栽,private,0xF6B8,U+683D
0x531,桃,private,0xF6B9,U+6843
0x532,框,private,0xF6BA,U+6846
0x533,案,private,0xF6BB,U+6848
0x534,桌,private,0xF6BC,U+684C
0x535,桑,private,0xF6BD,U+6851
0x536,档,private,0xF6BE,U+6863
0x537,桥,private,0xF6BF,U+6865
0x538,桧,private,0xF6C0,U+6867
0x539,梁,private,0xF6C1,U+6881
0x53A,梅,private,0xF6C2,U+6885
0x53B,梓,private,0xF6C3,U+6893
0x53C,梢,private,0xF6C4,U+68A2
0x53D,梦,private,0xF6C5,U+68A6
0x53E,梨,private,0xF6C6,U+68A8
0x53F,梭,private,0xF6C7,U+68AD
0x540,梯,private,0xF6C8,U+68AF
0x541,检,private,0xF6C9,U+68C0
0x542,棉,private,0xF6CA,U+68C9
0x543,棍,private,0xF6CB,U+68CD
0x544,棒,private,0xF6CC,U+68D2
0x545,棚,private,0xF6CD,U+68DA
0x546,森,private,0xF6CE,U+68EE
0x547,棱,private,0xF6CF,U+68F1
0x548,植,private,0xF6D0,U+690D
0x549,椎,private,0xF6D1,U+690E
0x54A,椒,private,0xF6D2,U+6912
0x54B,楚,private,0xF6D3,U+695A
0x54C,楠,private,0xF6D4,U+6960
0x54D,楼,private,0xF6D5,U+697C
0x54E,概,private,0xF6D6,U+6982
0x54F,榄,private,0xF6D7,U+6984
0x550,榜,private,0xF6D8,U+699C
0x551,榻,private,0xF6D9,U+69BB
0x552,槻,private,0xF6DA,U+69FB
0x553,槽,private,0xF6DB,U+69FD
0x554,槿,private,0xF6DC,U+69FF
0x555,樟,private,0xF6DD,U+6A1F
0x556,模,private,0xF6DE,U+6A21
0x557,横,private,0xF6DF,U+6A2A
0x558,樫,private,0xF6E0,U+6A2B
0x559,樱,private,0xF6E1,U+6A31
0x55A,橄,private,0xF6E2,U+6A44
0x55B,橘,private,0xF6E3,U+6A58
0x55C,檬,private,0xF6E4,U+6AAC
0x55D,欠,private,0xF6E5,U+6B20
0x55E,次,private,0xF6E6,U+6B21
0x55F,欢,private,0xF6E7,U+6B22
0x560,欣,private,0xF6E8,U+6B23
0x561,欲,private,0xF6E9,U+6B32
0x562,欸,private,0xF6EA,U+6B38
0x563,欺,private,0xF6EB,U+6B3A
0x564,款,private,0xF6EC,U+6B3E
0x565,歉,private,0xF6ED,U+6B49
0x566,歌,private,0xF6EE,U+6B4C
0x567,止,private,0xF6EF,U+6B62
0x568,正,private,0xF6F0,U+6B63
0x569,此,private,0xF6F1,U+6B64
0x56A,步,private,0xF6F2,U+6B65
0x56B,武,private,0xF6F3,U+6B66
0x56C,歧,private,0xF6F4,U+6B67
0x56D,歩,private,0xF6F5,U+6B69
0x56E,歪,private,0xF6F6,U+6B6A
0x56F,歹,private,0xF6F7,U+6B79
0x570,死,private,0xF6F8,U+6B7B
0x571,殊,private,0xF6F9,U+6B8A
0x572,段,private,0xF6FA,U+6BB5
0x573,毁,private,0xF6FB,U+6BC1
0x574,母,private,0xF6FC,U+6BCD
0x575,每,private,0xF740,U+6BCF
0x576,毒,private,0xF741,U+6BD2
0x577,比,private,0xF742,U+6BD4
0x578,毕,private,0xF743,U+6BD5
0x579,毛,private,0xF744,U+6BDB
0x57A,毫,private,0xF745,U+6BEB
0x57B,氏,private,0xF746,U+6C0F
0x57C,民,private,0xF747,U+6C11
0x57D,氓,private,0xF748,U+6C13
0x57E,气,private,0xF749,U+6C14
0x57F,氛,private,0xF74A,U+6C1B
0x580,水,private,0xF74B,U+6C34
0x581,永,private,0xF74C,U+6C38
0x582,汁,private,0xF74D,U+6C41
0x583,求,private,0xF74E,U+6C42
0x584,汇,private,0xF74F,U+6C47
0x585,汉,private,0xF750,U+6C49
0x586,汗,private,0xF751,U+6C57
0x587,池,private,0xF752,U+6C60
0x588,污,private,0xF753,U+6C61
0x589,汤,private,0xF754,U+6C64
0x58A,汰,private,0xF755,U+6C70
0x58B,汹,private,0xF756,U+6C79
0x58C,沁,private,0xF757,U+6C81
0x58D,沉,private,0xF758,U+6C89
0x58E,沐,private,0xF759,U+6C90
0x58F,沙,private,0xF75A,U+6C99
0x590,沟,private,0xF75B,U+6C9F
0x591,没,private,0xF75C,U+6CA1
0x592,沮,private,0xF75D,U+6CAE
0x593,河,private,0xF75E,U+6CB3
0x594,沸,private,0xF75F,U+6CB8
0x595,油,private,0xF760,U+6CB9
0x596,治,private,0xF761,U+6CBB
0x597,沼,private,0xF762,U+6CBC
0x598,沾,private,0xF763,U+6CBE
0x599,沿,private,0xF764,U+6CBF
0x59A,泄,private,0xF765,U+6CC4
0x59B,泉,private,0xF766,U+6CC9
0x59C,法,private,0xF767,U+6CD5
0x59D,泛,private,0xF768,U+6CDB
0x59E,泡,private,0xF769,U+6CE1
0x59F,波,private,0xF76A,U+6CE2
0x5A0,泣,private,0xF76B,U+6CE3
0x5A1,泥,private,0xF76C,U+6CE5
0x5A2,注,private,0xF76D,U+6CE8
0x5A3,泪,private,0xF76E,U+6CEA
0x5A4,泳,private,0xF76F,U+6CF3
0x5A5,泼,private,0xF770,U+6CFC
0x5A6,泽,private,0xF771,U+6CFD
0x5A7,洁,private,0xF772,U+6D01
0x5A8,洋,private,0xF773,U+6D0B
0x5A9,洒,private,0xF774,U+6D12
0x5AA,洗,private,0xF775,U+6D17
0x5AB,洞,private,0xF776,U+6D1E
0x5AC,津,private,0xF777,U+6D25
0x5AD,洲,private,0xF778,U+6D32
0x5AE,活,private,0xF779,U+6D3B
0x5AF,派,private,0xF77A,U+6D3E
0x5B0,流,private,0xF77B,U+6D41
0x5B1,浇,private,0xF77C,U+6D47
0x5B2,测,private,0xF77D,U+6D4B
0x5B3,济,private,0xF77E,U+6D4E
0x5B4,浏,private,0xF780,U+6D4F
0x5B5,浑,private,0xF781,U+6D51
0x5B6,浓,private,0xF782,U+6D53
0x5B7,浦,private,0xF783,U+6D66
0x5B8,浩,private,0xF784,U+6D69
0x5B9,浪,private,0xF785,U+6D6A
0x5BA,浮,private,0xF786,U+6D6E
0x5BB,浴,private,0xF787,U+6D74
0x5BC,海,private,0xF788,U+6D77
0x5BD,浸,private,0xF789,U+6D78
0x5BE,涂,private,0xF78A,U+6D82
0x5BF,消,private,0xF78B,U+6D88
0x5C0,涉,private,0xF78C,U+6D89
0x5C1,涌,private,0xF78D,U+6D8C
0x5C2,涕,private,0xF78E,U+6D95
0x5C3,涟,private,0xF78F,U+6D9F
0x5C4,涡,private,0xF790,U+6DA1
0x5C5,润,private,0xF791,U+6DA6
0x5C6,涨,private,0xF792,U+6DA8
0x5C7,涩,private,0xF793,U+6DA9
0x5C8,涯,private,0xF794,U+6DAF
0x5C9,液,private,0xF795,U+6DB2
0x5CA,涵,private,0xF796,U+6DB5
0x5CB,淇,private,0xF797,U+6DC7
0x5CC,淋,private,0xF798,U+6DCB
0x5CD,淌,private,0xF799,U+6DCC
0x5CE,淑,private,0xF79A,U+6DD1
0x5CF,淘,private,0xF79B,U+6DD8
0x5D0,淡,private,0xF79C,U+6DE1
0x5D1,深,private,0xF79D,U+6DF1
0x5D2,混,private,0xF79E,U+6DF7
0x5D3,淹,private,0xF79F,U+6DF9
0x5D4,添,private,0xF7A0,U+6DFB
0x5D5,清,private,0xF7A1,U+6E05
0x5D6,渊,private,0xF7A2,U+6E0A
0x5D7,渍,private,0xF7A3,U+6E0D
0x5D8,渐,private,0xF7A4,U+6E10
0x5D9,渔,private,0xF7A5,U+6E14
0x5DA,渗,private,0xF7A6,U+6E17
0x5DB,渡,private,0xF7A7,U+6E21
0x5DC,温,private,0xF7A8,U+6E29
0x5DD,港,private,0xF7A9,U+6E2F
0x5DE,渴,private,0xF7AA,U+6E34
0x5DF,游,private,0xF7AB,U+6E38
0x5E0,渺,private,0xF7AC,U+6E3A
0x5E1,湛,private,0xF7AD,U+6E5B
0x5E2,湿,private,0xF7AE,U+6E7F
0x5E3,源,private,0xF7AF,U+6E90
0x5E4,溜,private,0xF7B0,U+6E9C
0x5E5,溢,private,0xF7B1,U+6EA2
0x5E6,溺,private,0xF7B2,U+6EBA
0x5E7,滋,private,0xF7B3,U+6ECB
0x5E8,滑,private,0xF7B4,U+6ED1
0x5E9,滚,private,0xF7B5,U+6EDA
0x5EA,滞,private,0xF7B6,U+6EDE
0x5EB,满,private,0xF7B7,U+6EE1
0x5EC,滨,private,0xF7B8,U+6EE8
0x5ED,滩,private,0xF7B9,U+6EE9
0x5EE,滴,private,0xF7BA,U+6EF4
0x5EF,漂,private,0xF7BB,U+6F02
0x5F0,漆,private,0xF7BC,U+6F06
0x5F1,漏,private,0xF7BD,U+6F0F
0x5F2,演,private,0xF7BE,U+6F14
0x5F3,漩,private,0xF7BF,U+6F29
0x5F4,漪,private,0xF7C0,U+6F2A
0x5F5,漫,private,0xF7C1,U+6F2B
0x5F6,漱,private,0xF7C2,U+6F31
0x5F7,潘,private,0xF7C3,U+6F58
0x5F8,潜,private,0xF7C4,U+6F5C
0x5F9,潟,private,0xF7C5,U+6F5F
0x5FA,潮,private,0xF7C6,U+6F6E
0x5FB,澄,private,0xF7C7,U+6F84
0x5FC,澈,private,0xF7C8,U+6F88
0x5FD,澜,private,0xF7C9,U+6F9C
0x5FE,澡,private,0xF7CA,U+6FA1
0x5FF,激,private,0xF7CB,U+6FC0
0x600,濑,private,0xF7CC,U+6FD1
0x601,瀑,private,0xF7CD,U+7011
0x602,灌,private,0xF7CE,U+704C
0x603,火,private,0xF7CF,U+706B
0x604,灭,private,0xF7D0,U+706D
0x605,灯,private,0xF7D1,U+706F
0x606,灰,private,0xF7D2,U+7070
0x607,灵,private,0xF7D3,U+7075
0x608,灾,private,0xF7D4,U+707E
0x609,灿,private,0xF7D5,U+707F
0x60A,炉,private,0xF7D6,U+7089
0x60B,炒,private,0xF7D7,U+7092
0x60C,炖,private,0xF7D8,U+7096
0x60D,炫,private,0xF7D9,U+70AB
0x60E,炭,private,0xF7DA,U+70AD
0x60F,炸,private,0xF7DB,U+70B8
0x610,点,private,0xF7DC,U+70B9
0x611,炼,private,0xF7DD,U+70BC
0x612,烁,private,0xF7DE,U+70C1
0x613,烂,private,0xF7DF,U+70C2
0x614,烈,private,0xF7E0,U+70C8
0x615,烘,private,0xF7E1,U+70D8
0x616,烙,private,0xF7E2,U+70D9
0x617,烟,private,0xF7E3,U+70DF
0x618,烤,private,0xF7E4,U+70E4
0x619,烦,private,0xF7E5,U+70E6
0x61A,烧,private,0xF7E6,U+70E7
0x61B,烫,private,0xF7E7,U+70EB
0x61C,热,private,0xF7E8,U+70ED
0x61D,烹,private,0xF7E9,U+70F9
0x61E,焕,private,0xF7EA,U+7115
0x61F,焦,private,0xF7EB,U+7126
0x620,焰,private,0xF7EC,U+7130
0x621,然,private,0xF7ED,U+7136
0x622,煌,private,0xF7EE,U+714C
0x623,煤,private,0xF7EF,U+7164
0x624,照,private,0xF7F0,U+7167
0x625,煮,private,0xF7F1,U+716E
0x626,熊,private,0xF7F2,U+718A
0x627,熟,private,0xF7F3,U+719F
0x628,熬,private,0xF7F4,U+71AC
0x629,燃,private,0xF7F5,U+71C3
0x62A,燕,private,0xF7F6,U+71D5
0x62B,爆,private,0xF7F7,U+7206
0x62C,爪,private,0xF7F8,U+722A
0x62D,爬,private,0xF7F9,U+722C
0x62E,爱,private,0xF7FA,U+7231
0x62F,爵,private,0xF7FB,U+7235
0x630,父,private,0xF7FC,U+7236
0x631,爷,private,0xF840,U+7237
0x632,爸,private,0xF841,U+7238
0x633,爽,private,0xF842,U+723D
0x634,片,private,0xF843,U+7247
0x635,版,private,0xF844,U+7248
0x636,牌,private,0xF845,U+724C
0x637,牙,private,0xF846,U+7259
0x638,牛,private,0xF847,U+725B
0x639,牢,private,0xF848,U+7262
0x63A,物,private,0xF849,U+7269
0x63B,牲,private,0xF84A,U+7272
0x63C,牵,private,0xF84B,U+7275
0x63D,特,private,0xF84C,U+7279
0x63E,牺,private,0xF84D,U+727A
0x63F,犀,private,0xF84E,U+7280
0x640,犬,private,0xF84F,U+72AC
0x641,犯,private,0xF850,U+72AF
0x642,状,private,0xF851,U+72B6
0x643,犹,private,0xF852,U+72B9
0x644,狂,private,0xF853,U+72C2
0x645,狐,private,0xF854,U+72D0
0x646,狗,private,0xF855,U+72D7
0x647,狠,private,0xF856,U+72E0
0x648,狡,private,0xF857,U+72E1
0x649,狩,private,0xF858,U+72E9
0x64A,独,private,0xF859,U+72EC
0x64B,狭,private,0xF85A,U+72ED
0x64C,狮,private,0xF85B,U+72EE
0x64D,狱,private,0xF85C,U+72F1
0x64E,狸,private,0xF85D,U+72F8
0x64F,猎,private,0xF85E,U+730E
0x650,猕,private,0xF85F,U+7315
0x651,猛,private,0xF860,U+731B
0x652,猜,private,0xF861,U+731C
0x653,猪,private,0xF862,U+732A
0x654,猫,private,0xF863,U+732B
0x655,献,private,0xF864,U+732E
0x656,猴,private,0xF865,U+7334
0x657,猾,private,0xF866,U+733E
0x658,玄,private,0xF867,U+7384
0x659,率,private,0xF868,U+7387
0x65A,玉,private,0xF869,U+7389
0x65B,王,private,0xF86A,U+738B
0x65C,玩,private,0xF86B,U+73A9
0x65D,玫,private,0xF86C,U+73AB
0x65E,环,private,0xF86D,U+73AF
0x65F,现,private,0xF86E,U+73B0
0x660,玲,private,0xF86F,U+73B2
0x661,玻,private,0xF870,U+73BB
0x662,珍,private,0xF871,U+73CD
0x663,珑,private,0xF872,U+73D1
0x664,珠,private,0xF873,U+73E0
0x665,班,private,0xF874,U+73ED
0x666,球,private,0xF875,U+7403
0x667,理,private,0xF876,U+7406
0x668,琉,private,0xF877,U+7409
0x669,琐,private,0xF878,U+7410
0x66A,琢,private,0xF879,U+7422
0x66B,瑰,private,0xF87A,U+7470
0x66C,璀,private,0xF87B,U+7480
0x66D,璃,private,0xF87C,U+7483
0x66E,璨,private,0xF87D,U+74A8
0x66F,瓜,private,0xF87E,U+74DC
0x670,瓢,private,0xF880,U+74E2
0x671,瓣,private,0xF881,U+74E3
0x672,瓶,private,0xF882,U+74F6
0x673,甘,private,0xF883,U+7518
0x674,甚,private,0xF884,U+751A
0x675,甜,private,0xF885,U+751C
0x676,生,private,0xF886,U+751F
0x677,用,private,0xF887,U+7528
0x678,甩,private,0xF888,U+7529
0x679,田,private,0xF889,U+7530
0x67A,由,private,0xF88A,U+7531
0x67B,甲,private,0xF88B,U+7532
0x67C,申,private,0xF88C,U+7533
0x67D,电,private,0xF88D,U+7535
0x67E,男,private,0xF88E,U+7537
0x67F,画,private,0xF88F,U+753B
0x680,畅,private,0xF890,U+7545
0x681,界,private,0xF891,U+754C
0x682,畏,private,0xF892,U+754F
0x683,留,private,0xF893,U+7559
0x684,略,private,0xF894,U+7565
0x685,番,private,0xF895,U+756A
0x686,疏,private,0xF896,U+758F
0x687,疑,private,0xF897,U+7591
0x688,疙,private,0xF898,U+7599
0x689,疯,private,0xF899,U+75AF
0x68A,疲,private,0xF89A,U+75B2
0x68B,疼,private,0xF89B,U+75BC
0x68C,疾,private,0xF89C,U+75BE
0x68D,病,private,0xF89D,U+75C5
0x68E,症,private,0xF89E,U+75C7
0x68F,痒,private,0xF89F,U+75D2
0x690,痛,private,0xF8A0,U+75DB
0x691,瘦,private,0xF8A1,U+7626
0x692,瘩,private,0xF8A2,U+7629
0x693,瘫,private,0xF8A3,U+762B
0x694,瘾,private,0xF8A4,U+763E
0x695,癖,private,0xF8A5,U+7656
0x696,登,private,0xF8A6,U+767B
0x697,白,private,0xF8A7,U+767D
0x698,百,private,0xF8A8,U+767E
0x699,的,private,0xF8A9,U+7684
0x69A,皆,private,0xF8AA,U+7686
0x69B,皎,private,0xF8AB,U+768E
0x69C,皮,private,0xF8AC,U+76AE
0x69D,皱,private,0xF8AD,U+76B1
0x69E,盆,private,0xF8AE,U+76C6
0x69F,盈,private,0xF8AF,U+76C8
0x6A0,益,private,0xF8B0,U+76CA
0x6A1,监,private,0xF8B1,U+76D1
0x6A2,盒,private,0xF8B2,U+76D2
0x6A3,盖,private,0xF8B3,U+76D6
0x6A4,盗,private,0xF8B4,U+76D7
0x6A5,盘,private,0xF8B5,U+76D8
0x6A6,盛,private,0xF8B6,U+76DB
0x6A7,目,private,0xF8B7,U+76EE
0x6A8,盯,private,0xF8B8,U+76EF
0x6A9,盲,private,0xF8B9,U+76F2
0x6AA,直,private,0xF8BA,U+76F4
0x6AB,相,private,0xF8BB,U+76F8
0x6AC,盼,private,0xF8BC,U+76FC
0x6AD,省,private,0xF8BD,U+7701
0x6AE,眉,private,0xF8BE,U+7709
0x6AF,看,private,0xF8BF,U+770B
0x6B0,真,private,0xF8C0,U+771F
0x6B1,眠,private,0xF8C1,U+7720
0x6B2,眨,private,0xF8C2,U+7728
0x6B3,眩,private,0xF8C3,U+7729
0x6B4,眯,private,0xF8C4,U+772F
0x6B5,眺,private,0xF8C5,U+773A
0x6B6,眼,private,0xF8C6,U+773C
0x6B7,着,private,0xF8C7,U+7740
0x6B8,睛,private,0xF8C8,U+775B
0x6B9,睡,private,0xF8C9,U+7761
0x6BA,督,private,0xF8CA,U+7763
0x6BB,睦,private,0xF8CB,U+7766
0x6BC,睹,private,0xF8CC,U+7779
0x6BD,瞄,private,0xF8CD,U+7784
0x6BE,瞎,private,0xF8CE,U+778E
0x6BF,瞒,private,0xF8CF,U+7792
0x6C0,瞟,private,0xF8D0,U+779F
0x6C1,瞥,private,0xF8D1,U+77A5
0x6C2,瞧,private,0xF8D2,U+77A7
0x6C3,瞩,private,0xF8D3,U+77A9
0x6C4,瞪,private,0xF8D4,U+77AA
0x6C5,瞬,private,0xF8D5,U+77AC
0x6C6,瞰,private,0xF8D6,U+77B0
0x6C7,瞳,private,0xF8D7,U+77B3
0x6C8,知,private,0xF8D8,U+77E5
0x6C9,短,private,0xF8D9,U+77ED
0x6CA,矮,private,0xF8DA,U+77EE
0x6CB,石,private,0xF8DB,U+77F3
0x6CC,矿,private,0xF8DC,U+77FF
0x6CD,码,private,0xF8DD,U+7801
0x6CE,研,private,0xF8DE,U+7814
0x6CF,砰,private,0xF8DF,U+7830
0x6D0,破,private,0xF8E0,U+7834
0x6D1,砸,private,0xF8E1,U+7838
0x6D2,砺,private,0xF8E2,U+783A
0x6D3,础,private,0xF8E3,U+7840
0x6D4,硬,private,0xF8E4,U+786C
0x6D5,确,private,0xF8E5,U+786E
0x6D6,碌,private,0xF8E6,U+788C
0x6D7,碍,private,0xF8E7,U+788D
0x6D8,碎,private,0xF8E8,U+788E
0x6D9,碗,private,0xF8E9,U+7897
0x6DA,碰,private,0xF8EA,U+78B0
0x6DB,碾,private,0xF8EB,U+78BE
0x6DC,磁,private,0xF8EC,U+78C1
0x6DD,磨,private,0xF8ED,U+78E8
0x6DE,示,private,0xF8EE,U+793A
0x6DF,礼,private,0xF8EF,U+793C
0x6E0,社,private,0xF8F0,U+793E
0x6E1,祈,private,0xF8F1,U+7948
0x6E2,祝,private,0xF8F2,U+795D
0x6E3,神,private,0xF8F3,U+795E
0x6E4,祟,private,0xF8F4,U+795F
0x6E5,票,private,0xF8F5,U+7968
0x6E6,祭,private,0xF8F6,U+796D
0x6E7,祷,private,0xF8F7,U+7977
0x6E8,祸,private,0xF8F8,U+7978
0x6E9,禁,private,0xF8F9,U+7981
0x6EA,福,private,0xF8FA,U+798F
0x6EB,离,private,0xF8FB,U+79BB
0x6EC,秀,private,0xF8FC,U+79C0
0x6ED,私,private,0xF940,U+79C1
0x6EE,秋,private,0xF941,U+79CB
0x6EF,种,private,0xF942,U+79CD
0x6F0,科,private,0xF943,U+79D1
0x6F1,秒,private,0xF944,U+79D2
0x6F2,秘,private,0xF945,U+79D8
0x6F3,租,private,0xF946,U+79DF
0x6F4,积,private,0xF947,U+79EF
0x6F5,称,private,0xF948,U+79F0
0x6F6,移,private,0xF949,U+79FB
0x6F7,秽,private,0xF94A,U+79FD
0x6F8,稀,private,0xF94B,U+7A00
0x6F9,程,private,0xF94C,U+7A0B
0x6FA,稍,private,0xF94D,U+7A0D
0x6FB,稳,private,0xF94E,U+7A33
0x6FC,稽,private,0xF94F,U+7A3D
0x6FD,究,private,0xF950,U+7A76
0x6FE,空,private,0xF951,U+7A7A
0x6FF,穿,private,0xF952,U+7A7F
0x700,突,private,0xF953,U+7A81
0x701,窄,private,0xF954,U+7A84
0x702,窍,private,0xF955,U+7A8D
0x703,窗,private,0xF956,U+7A97
0x704,窝,private,0xF957,U+7A9D
0x705,窥,private,0xF958,U+7AA5
0x706,立,private,0xF959,U+7ACB
0x707,竖,private,0xF95A,U+7AD6
0x708,站,private,0xF95B,U+7AD9
0x709,竞,private,0xF95C,U+7ADE
0x70A,竟,private,0xF95D,U+7ADF
0x70B,章,private,0xF95E,U+7AE0
0x70C,童,private,0xF95F,U+7AE5
0x70D,竭,private,0xF960,U+7AED
0x70E,端,private,0xF961,U+7AEF
0x70F,竹,private,0xF962,U+7AF9
0x710,笑,private,0xF963,U+7B11
0x711,笔,private,0xF964,U+7B14
0x712,符,private,0xF965,U+7B26
0x713,笨,private,0xF966,U+7B28
0x714,第,private,0xF967,U+7B2C
0x715,笼,private,0xF968,U+7B3C
0x716,等,private,0xF969,U+7B49
0x717,筋,private,0xF96A,U+7B4B
0x718,筑,private,0xF96B,U+7B51
0x719,答,private,0xF96C,U+7B54
0x71A,策,private,0xF96D,U+7B56
0x71B,筹,private,0xF96E,U+7B79
0x71C,签,private,0xF96F,U+7B7E
0x71D,简,private,0xF970,U+7B80
0x71E,箍,private,0xF971,U+7B8D
0x71F,算,private,0xF972,U+7B97
0x720,管,private,0xF973,U+7BA1
0x721,箭,private,0xF974,U+7BAD
0x722,箱,private,0xF975,U+7BB1
0x723,篇,private,0xF976,U+7BC7
0x724,篝,private,0xF977,U+7BDD
0x725,篮,private,0xF978,U+7BEE
0x726,篷,private,0xF979,U+7BF7
0x727,米,private,0xF97A,U+7C73
0x728,类,private,0xF97B,U+7C7B
0x729,粉,private,0xF97C,U+7C89
0x72A,粗,private,0xF97D,U+7C97
0x72B,粹,private,0xF97E,U+7CB9
0x72C,精,private,0xF980,U+7CBE
0x72D,糊,private,0xF981,U+7CCA
0x72E,糕,private,0xF982,U+7CD5
0x72F,糖,private,0xF983,U+7CD6
0x730,糙,private,0xF984,U+7CD9
0x731,糟,private,0xF985,U+7CDF
0x732,系,private,0xF986,U+7CFB
0x733,紊,private,0xF987,U+7D0A
0x734,素,private,0xF988,U+7D20
0x735,索,private,0xF989,U+7D22
0x736,紧,private,0xF98A,U+7D27
0x737,累,private,0xF98B,U+7D2F
0x738,絮,private,0xF98C,U+7D6E
0x739,絵,private,0xF98D,U+7D75
0x73A,繁,private,0xF98E,U+7E41
0x73B,纠,private,0xF98F,U+7EA0
0x73C,红,private,0xF990,U+7EA2
0x73D,纤,private,0xF991,U+7EA4
0x73E,约,private,0xF992,U+7EA6
0x73F,级,private,0xF993,U+7EA7
0x740,纪,private,0xF994,U+7EAA
0x741,纯,private,0xF995,U+7EAF
0x742,纱,private,0xF996,U+7EB1
0x743,纲,private,0xF997,U+7EB2
0x744,纳,private,0xF998,U+7EB3
0x745,纸,private,0xF999,U+7EB8
0x746,纹,private,0xF99A,U+7EB9
0x747,纺,private,0xF99B,U+7EBA
0x748,线,private,0xF99C,U+7EBF
0x749,练,private,0xF99D,U+7EC3
0x74A,组,private,0xF99E,U+7EC4
0x74B,绅,private,0xF99F,U+7EC5
0x74C,细,private,0xF9A0,U+7EC6
0x74D,织,private,0xF9A1,U+7EC7
0x74E,终,private,0xF9A2,U+7EC8
0x74F,绊,private,0xF9A3,U+7ECA
0x750,绍,private,0xF9A4,U+7ECD
0x751,绎,private,0xF9A5,U+7ECE
0x752,经,private,0xF9A6,U+7ECF
0x753,绑,private,0xF9A7,U+7ED1
0x754,绒,private,0xF9A8,U+7ED2
0x755,结,private,0xF9A9,U+7ED3
0x756,绕,private,0xF9AA,U+7ED5
0x757,绘,private,0xF9AB,U+7ED8
0x758,给,private,0xF9AC,U+7ED9
0x759,绚,private,0xF9AD,U+7EDA
0x75A,络,private,0xF9AE,U+7EDC
0x75B,绝,private,0xF9AF,U+7EDD
0x75C,统,private,0xF9B0,U+7EDF
0x75D,继,private,0xF9B1,U+7EE7
0x75E,绩,private,0xF9B2,U+7EE9
0x75F,绪,private,0xF9B3,U+7EEA
0x760,续,private,0xF9B4,U+7EED
0x761,绰,private,0xF9B5,U+7EF0
0x762,绳,private,0xF9B6,U+7EF3
0x763,维,private,0xF9B7,U+7EF4
0x764,绵,private,0xF9B8,U+7EF5
0x765,绷,private,0xF9B9,U+7EF7
0x766,绸,private,0xF9BA,U+7EF8
0x767,综,private,0xF9BB,U+7EFC
0x768,绽,private,0xF9BC,U+7EFD
0x769,绿,private,0xF9BD,U+7EFF
0x76A,缎,private,0xF9BE,U+7F0E
0x76B,缓,private,0xF9BF,U+7F13
0x76C,编,private,0xF9C0,U+7F16
0x76D,缘,private,0xF9C1,U+7F18
0x76E,缚,private,0xF9C2,U+7F1A
0x76F,缝,private,0xF9C3,U+7F1D
0x770,缠,private,0xF9C4,U+7F20
0x771,缩,private,0xF9C5,U+7F29
0x772,缺,private,0xF9C6,U+7F3A
0x773,罐,private,0xF9C7,U+7F50
0x774,网,private,0xF9C8,U+7F51
0x775,罗,private,0xF9C9,U+7F57
0x776,罚,private,0xF9CA,U+7F5A
0x777,罢,private,0xF9CB,U+7F62
0x778,罩,private,0xF9CC,U+7F69
0x779,罪,private,0xF9CD,U+7F6A
0x77A,置,private,0xF9CE,U+7F6E
0x77B,羁,private,0xF9CF,U+7F81
0x77C,美,private,0xF9D0,U+7F8E
0x77D,羞,private,0xF9D1,U+7F9E
0x77E,羡,private,0xF9D2,U+7FA1
0x77F,群,private,0xF9D3,U+7FA4
0x780,羽,private,0xF9D4,U+7FBD
0x781,翅,private,0xF9D5,U+7FC5
0x782,翔,private,0xF9D6,U+7FD4
0x783,翘,private,0xF9D7,U+7FD8
0x784,翱,private,0xF9D8,U+7FF1
0x785,翻,private,0xF9D9,U+7FFB
0x786,翼,private,0xF9DA,U+7FFC
0x787,耀,private,0xF9DB,U+8000
0x788,老,private,0xF9DC,U+8001
0x789,考,private,0xF9DD,U+8003
0x78A,者,private,0xF9DE,U+8005
0x78B,而,private,0xF9DF,U+800C
0x78C,耍,private,0xF9E0,U+800D
0x78D,耐,private,0xF9E1,U+8010
0x78E,耗,private,0xF9E2,U+8017
0x78F,耳,private,0xF9E3,U+8033
0x790,耶,private,0xF9E4,U+8036
0x791,耻,private,0xF9E5,U+803B
0x792,耽,private,0xF9E6,U+803D
0x793,聊,private,0xF9E7,U+804A
0x794,聋,private,0xF9E8,U+804B
0x795,职,private,0xF9E9,U+804C
0x796,联,private,0xF9EA,U+8054
0x797,聘,private,0xF9EB,U+8058
