char,unicode,encoding,key_hex,glyph_id
芝,U+829D,private,0xFA78,0x7E1
花,U+82B1,private,0xFA79,0x7E2
芳,U+82B3,private,0xFA7A,0x7E3
芽,U+82BD,private,0xFA7B,0x7E4
苍,U+82CD,private,0xFA7C,0x7E5
苏,U+82CF,private,0xFA7D,0x7E6
苗,U+82D7,private,0xFA7E,0x7E7
苟,U+82DF,private,0xFA80,0x7E8
若,U+82E5,private,0xFA81,0x7E9
苦,U+82E6,private,0xFA82,0x7EA
英,U+82F1,private,0xFA83,0x7EB
苹,U+82F9,private,0xFA84,0x7EC
茁,U+8301,private,0xFA85,0x7ED
茂,U+8302,private,0xFA86,0x7EE
范,U+8303,private,0xFA87,0x7EF
茨,U+8328,private,0xFA88,0x7F0
茫,U+832B,private,0xFA89,0x7F1
茬,U+832C,private,0xFA8A,0x7F2
茶,U+8336,private,0xFA8B,0x7F3
茸,U+8338,private,0xFA8C,0x7F4
草,U+8349,private,0xFA8D,0x7F5
荐,U+8350,private,0xFA8E,0x7F6
荒,U+8352,private,0xFA8F,0x7F7
荞,U+835E,private,0xFA90,0x7F8
荣,U+8363,private,0xFA91,0x7F9
药,U+836F,private,0xFA92,0x7FA
荷,U+8377,private,0xFA93,0x7FB
莉,U+8389,private,0xFA94,0x7FC
莓,U+8393,private,0xFA95,0x7FD
莫,U+83AB,private,0xFA96,0x7FE
莱,U+83B1,private,0xFA97,0x7FF
莲,U+83B2,private,0xFA98,0x800
获,U+83B7,private,0xFA99,0x801
莹,U+83B9,private,0xFA9A,0x802
莽,U+83BD,private,0xFA9B,0x803
菊,U+83CA,private,0xFA9C,0x804
菜,U+83DC,private,0xFA9D,0x805
菠,U+83E0,private,0xFA9E,0x806
菲,U+83F2,private,0xFA9F,0x807
萌,U+840C,private,0xFAA0,0x808
萝,U+841D,private,0xFAA1,0x809
萤,U+8424,private,0xFAA2,0x80A
营,U+8425,private,0xFAA3,0x80B
萨,U+8428,private,0xFAA4,0x80C
萩,U+8429,private,0xFAA5,0x80D
落,U+843D,private,0xFAA6,0x80E
著,U+8457,private,0xFAA7,0x80F
葩,U+8469,private,0xFAA8,0x810
葬,U+846C,private,0xFAA9,0x811
葵,U+8475,private,0xFAAA,0x812
蒙,U+8499,private,0xFAAB,0x813
蒜,U+849C,private,0xFAAC,0x814
蒸,U+84B8,private,0xFAAD,0x815
蒼,U+84BC,private,0xFAAE,0x816
蓄,U+84C4,private,0xFAAF,0x817
蓝,U+84DD,private,0xFAB0,0x818
蓬,U+84EC,private,0xFAB1,0x819
蔫,U+852B,private,0xFAB2,0x81A
蔬,U+852C,private,0xFAB3,0x81B
蕉,U+8549,private,0xFAB4,0x81C
蕾,U+857E,private,0xFAB5,0x81D
薄,U+8584,private,0xFAB6,0x81E
薪,U+85AA,private,0xFAB7,0x81F
藏,U+85CF,private,0xFAB8,0x820
藤,U+85E4,private,0xFAB9,0x821
虎,U+864E,private,0xFABA,0x822
虑,U+8651,private,0xFABB,0x823
虚,U+865A,private,0xFABC,0x824
虫,U+866B,private,0xFABD,0x825
虱,U+8671,private,0xFABE,0x826
虹,U+8679,private,0xFABF,0x827
虽,U+867D,private,0xFAC0,0x828
虾,U+867E,private,0xFAC1,0x829
蚊,U+868A,private,0xFAC2,0x82A
蛇,U+86C7,private,0xFAC3,0x82B
蛋,U+86CB,private,0xFAC4,0x82C
蛮,U+86EE,private,0xFAC5,0x82D
蜂,U+8702,private,0xFAC6,0x82E
蜇,U+8707,private,0xFAC7,0x82F
蜕,U+8715,private,0xFAC8,0x830
蜜,U+871C,private,0xFAC9,0x831
蝎,U+874E,private,0xFACA,0x832
蝙,U+8759,private,0xFACB,0x833
蝠,U+8760,private,0xFACC,0x834
蝴,U+8774,private,0xFACD,0x835
蝶,U+8776,private,0xFACE,0x836
融,U+878D,private,0xFACF,0x837
蟹,U+87F9,private,0xFAD0,0x838
蠢,U+8822,private,0xFAD1,0x839
血,U+8840,private,0xFAD2,0x83A
衅,U+8845,private,0xFAD3,0x83B
行,U+884C,private,0xFAD4,0x83C
衍,U+884D,private,0xFAD5,0x83D
衔,U+8854,private,0xFAD6,0x83E
街,U+8857,private,0xFAD7,0x83F
衡,U+8861,private,0xFAD8,0x840
衣,U+8863,private,0xFAD9,0x841
补,U+8865,private,0xFADA,0x842
表,U+8868,private,0xFADB,0x843
衫,U+886B,private,0xFADC,0x844
衷,U+8877,private,0xFADD,0x845
袋,U+888B,private,0xFADE,0x846
袒,U+8892,private,0xFADF,0x847
袖,U+8896,private,0xFAE0,0x848
被,U+88AB,private,0xFAE1,0x849
袭,U+88AD,private,0xFAE2,0x84A
裁,U+88C1,private,0xFAE3,0x84B
裂,U+88C2,private,0xFAE4,0x84C
装,U+88C5,private,0xFAE5,0x84D
裕,U+88D5,private,0xFAE6,0x84E
裙,U+88D9,private,0xFAE7,0x84F
裤,U+88E4,private,0xFAE8,0x850
裹,U+88F9,private,0xFAE9,0x851
褒,U+8912,private,0xFAEA,0x852
西,U+897F,private,0xFAEB,0x853
要,U+8981,private,0xFAEC,0x854
覆,U+8986,private,0xFAED,0x855
见,U+89C1,private,0xFAEE,0x856
观,U+89C2,private,0xFAEF,0x857
规,U+89C4,private,0xFAF0,0x858
视,U+89C6,private,0xFAF1,0x859
览,U+89C8,private,0xFAF2,0x85A
觉,U+89C9,private,0xFAF3,0x85B
角,U+89D2,private,0xFAF4,0x85C
解,U+89E3,private,0xFAF5,0x85D
触,U+89E6,private,0xFAF6,0x85E
言,U+8A00,private,0xFAF7,0x85F
誉,U+8A89,private,0xFAF8,0x860
誓,U+8A93,private,0xFAF9,0x861
警,U+8B66,private,0xFAFA,0x862
计,U+8BA1,private,0xFAFB,0x863
订,U+8BA2,private,0xFAFC,0x864
认,U+8BA4,private,0xFB40,0x865
讨,U+8BA8,private,0xFB41,0x866
让,U+8BA9,private,0xFB42,0x867
训,U+8BAD,private,0xFB43,0x868
议,U+8BAE,private,0xFB44,0x869
讯,U+8BAF,private,0xFB45,0x86A
记,U+8BB0,private,0xFB46,0x86B
讲,U+8BB2,private,0xFB47,0x86C
讶,U+8BB6,private,0xFB48,0x86D
许,U+8BB8,private,0xFB49,0x86E
论,U+8BBA,private,0xFB4A,0x86F
设,U+8BBE,private,0xFB4B,0x870
访,U+8BBF,private,0xFB4C,0x871
诀,U+8BC0,private,0xFB4D,0x872
证,U+8BC1,private,0xFB4E,0x873
评,U+8BC4,private,0xFB4F,0x874
诅,U+8BC5,private,0xFB50,0x875
识,U+8BC6,private,0xFB51,0x876
诈,U+8BC8,private,0xFB52,0x877
诉,U+8BC9,private,0xFB53,0x878
词,U+8BCD,private,0xFB54,0x879
试,U+8BD5,private,0xFB55,0x87A
诗,U+8BD7,private,0xFB56,0x87B
诚,U+8BDA,private,0xFB57,0x87C
话,U+8BDD,private,0xFB58,0x87D
诞,U+8BDE,private,0xFB59,0x87E
诡,U+8BE1,private,0xFB5A,0x87F
询,U+8BE2,private,0xFB5B,0x880
该,U+8BE5,private,0xFB5C,0x881
详,U+8BE6,private,0xFB5D,0x882
语,U+8BED,private,0xFB5E,0x883
误,U+8BEF,private,0xFB5F,0x884
诱,U+8BF1,private,0xFB60,0x885
诲,U+8BF2,private,0xFB61,0x886
说,U+8BF4,private,0xFB62,0x887
诶,U+8BF6,private,0xFB63,0x888
请,U+8BF7,private,0xFB64,0x889
诸,U+8BF8,private,0xFB65,0x88A
诺,U+8BFA,private,0xFB66,0x88B
读,U+8BFB,private,0xFB67,0x88C
课,U+8BFE,private,0xFB68,0x88D
谁,U+8C01,private,0xFB69,0x88E
调,U+8C03,private,0xFB6A,0x88F
谅,U+8C05,private,0xFB6B,0x890
谈,U+8C08,private,0xFB6C,0x891
谋,U+8C0B,private,0xFB6D,0x892
谍,U+8C0D,private,0xFB6E,0x893
谎,U+8C0E,private,0xFB6F,0x894
谓,U+8C13,private,0xFB70,0x895
谜,U+8C1C,private,0xFB71,0x896
谢,U+8C22,private,0xFB72,0x897
谣,U+8C23,private,0xFB73,0x898
谨,U+8C28,private,0xFB74,0x899
谱,U+8C31,private,0xFB75,0x89A
谷,U+8C37,private,0xFB76,0x89B
豁,U+8C41,private,0xFB77,0x89C
豆,U+8C46,private,0xFB78,0x89D
豚,U+8C5A,private,0xFB79,0x89E
象,U+8C61,private,0xFB7A,0x89F
豪,U+8C6A,private,0xFB7B,0x8A0
豫,U+8C6B,private,0xFB7C,0x8A1
貌,U+8C8C,private,0xFB7D,0x8A2
贝,U+8D1D,private,0xFB7E,0x8A3
负,U+8D1F,private,0xFB80,0x8A4
财,U+8D22,private,0xFB81,0x8A5
责,U+8D23,private,0xFB82,0x8A6
败,U+8D25,private,0xFB83,0x8A7
货,U+8D27,private,0xFB84,0x8A8
质,U+8D28,private,0xFB85,0x8A9
贩,U+8D29,private,0xFB86,0x8AA
贪,U+8D2A,private,0xFB87,0x8AB
贫,U+8D2B,private,0xFB88,0x8AC
购,U+8D2D,private,0xFB89,0x8AD
贯,U+8D2F,private,0xFB8A,0x8AE
贴,U+8D34,private,0xFB8B,0x8AF
贵,U+8D35,private,0xFB8C,0x8B0
费,U+8D39,private,0xFB8D,0x8B1
贺,U+8D3A,private,0xFB8E,0x8B2
贼,U+8D3C,private,0xFB8F,0x8B3
资,U+8D44,private,0xFB90,0x8B4
赋,U+8D4B,private,0xFB91,0x8B5
赌,U+8D4C,private,0xFB92,0x8B6
赏,U+8D4F,private,0xFB93,0x8B7
赔,U+8D54,private,0xFB94,0x8B8
赖,U+8D56,private,0xFB95,0x8B9
赚,U+8D5A,private,0xFB96,0x8BA
赛,U+8D5B,private,0xFB97,0x8BB
赞,U+8D5E,private,0xFB98,0x8BC
赠,U+8D60,private,0xFB99,0x8BD
赢,U+8D62,private,0xFB9A,0x8BE
赤,U+8D64,private,0xFB9B,0x8BF
走,U+8D70,private,0xFB9C,0x8C0
赴,U+8D74,private,0xFB9D,0x8C1
赶,U+8D76,private,0xFB9E,0x8C2
起,U+8D77,private,0xFB9F,0x8C3
趁,U+8D81,private,0xFBA0,0x8C4
超,U+8D85,private,0xFBA1,0x8C5
越,U+8D8A,private,0xFBA2,0x8C6
趋,U+8D8B,private,0xFBA3,0x8C7
趟,U+8D9F,private,0xFBA4,0x8C8
趣,U+8DA3,private,0xFBA5,0x8C9
足,U+8DB3,private,0xFBA6,0x8CA
趴,U+8DB4,private,0xFBA7,0x8CB
趾,U+8DBE,private,0xFBA8,0x8CC
跃,U+8DC3,private,0xFBA9,0x8CD
跌,U+8DCC,private,0xFBAA,0x8CE
跑,U+8DD1,private,0xFBAB,0x8CF
跚,U+8DDA,private,0xFBAC,0x8D0
距,U+8DDD,private,0xFBAD,0x8D1
跟,U+8DDF,private,0xFBAE,0x8D2
跤,U+8DE4,private,0xFBAF,0x8D3
跨,U+8DE8,private,0xFBB0,0x8D4
跪,U+8DEA,private,0xFBB1,0x8D5
路,U+8DEF,private,0xFBB2,0x8D6
跳,U+8DF3,private,0xFBB3,0x8D7
践,U+8DF5,private,0xFBB4,0x8D8
跷,U+8DF7,private,0xFBB5,0x8D9
踏,U+8E0F,private,0xFBB6,0x8DA
踝,U+8E1D,private,0xFBB7,0x8DB
踢,U+8E22,private,0xFBB8,0x8DC
踩,U+8E29,private,0xFBB9,0x8DD
踪,U+8E2A,private,0xFBBA,0x8DE
踮,U+8E2E,private,0xFBBB,0x8DF
踵,U+8E35,private,0xFBBC,0x8E0
蹈,U+8E48,private,0xFBBD,0x8E1
蹑,U+8E51,private,0xFBBE,0x8E2
蹒,U+8E52,private,0xFBBF,0x8E3
蹦,U+8E66,private,0xFBC0,0x8E4
蹭,U+8E6D,private,0xFBC1,0x8E5
蹲,U+8E72,private,0xFBC2,0x8E6
躁,U+8E81,private,0xFBC3,0x8E7
身,U+8EAB,private,0xFBC4,0x8E8
躲,U+8EB2,private,0xFBC5,0x8E9
车,U+8F66,private,0xFBC6,0x8EA
轨,U+8F68,private,0xFBC7,0x8EB
转,U+8F6C,private,0xFBC8,0x8EC
轮,U+8F6E,private,0xFBC9,0x8ED
软,U+8F6F,private,0xFBCA,0x8EE
轰,U+8F70,private,0xFBCB,0x8EF
轻,U+8F7B,private,0xFBCC,0x8F0
载,U+8F7D,private,0xFBCD,0x8F1
较,U+8F83,private,0xFBCE,0x8F2
辅,U+8F85,private,0xFBCF,0x8F3
辆,U+8F86,private,0xFBD0,0x8F4
辈,U+8F88,private,0xFBD1,0x8F5
辉,U+8F89,private,0xFBD2,0x8F6
辑,U+8F91,private,0xFBD3,0x8F7
输,U+8F93,private,0xFBD4,0x8F8
辛,U+8F9B,private,0xFBD5,0x8F9
辜,U+8F9C,private,0xFBD6,0x8FA
辞,U+8F9E,private,0xFBD7,0x8FB
辣,U+8FA3,private,0xFBD8,0x8FC
辨,U+8FA8,private,0xFBD9,0x8FD
辰,U+8FB0,private,0xFBDA,0x8FE
边,U+8FB9,private,0xFBDB,0x8FF
达,U+8FBE,private,0xFBDC,0x900
迁,U+8FC1,private,0xFBDD,0x901
迄,U+8FC4,private,0xFBDE,0x902
迅,U+8FC5,private,0xFBDF,0x903
过,U+8FC7,private,0xFBE0,0x904
迈,U+8FC8,private,0xFBE1,0x905
迎,U+8FCE,private,0xFBE2,0x906
运,U+8FD0,private,0xFBE3,0x907
近,U+8FD1,private,0xFBE4,0x908
返,U+8FD4,private,0xFBE5,0x909
还,U+8FD8,private,0xFBE6,0x90A
这,U+8FD9,private,0xFBE7,0x90B
进,U+8FDB,private,0xFBE8,0x90C
远,U+8FDC,private,0xFBE9,0x90D
违,U+8FDD,private,0xFBEA,0x90E
连,U+8FDE,private,0xFBEB,0x90F
迟,U+8FDF,private,0xFBEC,0x910
迪,U+8FEA,private,0xFBED,0x911
迫,U+8FEB,private,0xFBEE,0x912
迷,U+8FF7,private,0xFBEF,0x913
迹,U+8FF9,private,0xFBF0,0x914
追,U+8FFD,private,0xFBF1,0x915
退,U+9000,private,0xFBF2,0x916
送,U+9001,private,0xFBF3,0x917
适,U+9002,private,0xFBF4,0x918
逃,U+9003,private,0xFBF5,0x919
逆,U+9006,private,0xFBF6,0x91A
选,U+9009,private,0xFBF7,0x91B
透,U+900F,private,0xFBF8,0x91C
逐,U+9010,private,0xFBF9,0x91D
递,U+9012,private,0xFBFA,0x91E
途,U+9014,private,0xFBFB,0x91F
逗,U+9017,private,0xFBFC,0x920
通,U+901A,private,0xFC40,0x921
逛,U+901B,private,0xFC41,0x922
逝,U+901D,private,0xFC42,0x923
逞,U+901E,private,0xFC43,0x924
速,U+901F,private,0xFC44,0x925
造,U+9020,private,0xFC45,0x926
逢,U+9022,private,0xFC46,0x927
逸,U+9038,private,0xFC47,0x928
逻,U+903B,private,0xFC48,0x929
逼,U+903C,private,0xFC49,0x92A
遇,U+9047,private,0xFC4A,0x92B
遍,U+904D,private,0xFC4B,0x92C
道,U+9053,private,0xFC4C,0x92D
遗,U+9057,private,0xFC4D,0x92E
遛,U+905B,private,0xFC4E,0x92F
遢,U+9062,private,0xFC4F,0x930
遥,U+9065,private,0xFC50,0x931
遭,U+906D,private,0xFC51,0x932
遮,U+906E,private,0xFC52,0x933
遵,U+9075,private,0xFC53,0x934
避,U+907F,private,0xFC54,0x935
邀,U+9080,private,0xFC55,0x936
邋,U+908B,private,0xFC56,0x937
那,U+90A3,private,0xFC57,0x938
邦,U+90A6,private,0xFC58,0x939
邪,U+90AA,private,0xFC59,0x93A
邮,U+90AE,private,0xFC5A,0x93B
邸,U+90B8,private,0xFC5B,0x93C
邻,U+90BB,private,0xFC5C,0x93D
郁,U+90C1,private,0xFC5D,0x93E
郊,U+90CA,private,0xFC5E,0x93F
郎,U+90CE,private,0xFC5F,0x940
郑,U+90D1,private,0xFC60,0x941
部,U+90E8,private,0xFC61,0x942
都,U+90FD,private,0xFC62,0x943
配,U+914D,private,0xFC63,0x944
酒,U+9152,private,0xFC64,0x945
酪,U+916A,private,0xFC65,0x946
酱,U+9171,private,0xFC66,0x947
酷,U+9177,private,0xFC67,0x948
酸,U+9178,private,0xFC68,0x949
酿,U+917F,private,0xFC69,0x94A
醉,U+9189,private,0xFC6A,0x94B
醋,U+918B,private,0xFC6B,0x94C
醒,U+9192,private,0xFC6C,0x94D
采,U+91C7,private,0xFC6D,0x94E
释,U+91CA,private,0xFC6E,0x94F
里,U+91CC,private,0xFC6F,0x950
重,U+91CD,private,0xFC70,0x951
野,U+91CE,private,0xFC71,0x952
量,U+91CF,private,0xFC72,0x953
金,U+91D1,private,0xFC73,0x954
鉴,U+9274,private,0xFC74,0x955
针,U+9488,private,0xFC75,0x956
钝,U+949D,private,0xFC76,0x957
钞,U+949E,private,0xFC77,0x958
钟,U+949F,private,0xFC78,0x959
钩,U+94A9,private,0xFC79,0x95A
钮,U+94AE,private,0xFC7A,0x95B
钱,U+94B1,private,0xFC7B,0x95C
钻,U+94BB,private,0xFC7C,0x95D
铁,U+94C1,private,0xFC7D,0x95E
铃,U+94C3,private,0xFC7E,0x95F
铛,U+94DB,private,0xFC80,0x960
铭,U+94ED,private,0xFC81,0x961
银,U+94F6,private,0xFC82,0x962
铺,U+94FA,private,0xFC83,0x963
销,U+9500,private,0xFC84,0x964
锅,U+9505,private,0xFC85,0x965
锋,U+950B,private,0xFC86,0x966
锐,U+9510,private,0xFC87,0x967
错,U+9519,private,0xFC88,0x968
锭,U+952D,private,0xFC89,0x969
键,U+952E,private,0xFC8A,0x96A
锵,U+9535,private,0xFC8B,0x96B
锻,U+953B,private,0xFC8C,0x96C
镇,U+9547,private,0xFC8D,0x96D
镍,U+954D,private,0xFC8E,0x96E
镖,U+9556,private,0xFC8F,0x96F
镜,U+955C,private,0xFC90,0x970
长,U+957F,private,0xFC91,0x971
门,U+95E8,private,0xFC92,0x972
闪,U+95EA,private,0xFC93,0x973
闭,U+95ED,private,0xFC94,0x974
问,U+95EE,private,0xFC95,0x975
闯,U+95EF,private,0xFC96,0x976
闲,U+95F2,private,0xFC97,0x977
间,U+95F4,private,0xFC98,0x978
闷,U+95F7,private,0xFC99,0x979
闹,U+95F9,private,0xFC9A,0x97A
闻,U+95FB,private,0xFC9B,0x97B
阁,U+9601,private,0xFC9C,0x97C
阅,U+9605,private,0xFC9D,0x97D
阔,U+9614,private,0xFC9E,0x97E
阜,U+961C,private,0xFC9F,0x97F
队,U+961F,private,0xFCA0,0x980
阪,U+962A,private,0xFCA1,0x981
阱,U+9631,private,0xFCA2,0x982
防,U+9632,private,0xFCA3,0x983
阳,U+9633,private,0xFCA4,0x984
阴,U+9634,private,0xFCA5,0x985
阵,U+9635,private,0xFCA6,0x986
阶,U+9636,private,0xFCA7,0x987
阻,U+963B,private,0xFCA8,0x988
阿,U+963F,private,0xFCA9,0x989
附,U+9644,private,0xFCAA,0x98A
际,U+9645,private,0xFCAB,0x98B
陆,U+9646,private,0xFCAC,0x98C
陈,U+9648,private,0xFCAD,0x98D
陌,U+964C,private,0xFCAE,0x98E
降,U+964D,private,0xFCAF,0x98F
限,U+9650,private,0xFCB0,0x990
院,U+9662,private,0xFCB1,0x991
除,U+9664,private,0xFCB2,0x992
险,U+9669,private,0xFCB3,0x993
陪,U+966A,private,0xFCB4,0x994
陷,U+9677,private,0xFCB5,0x995
陽,U+967D,private,0xFCB6,0x996
隅,U+9685,private,0xFCB7,0x997
隆,U+9686,private,0xFCB8,0x998
随,U+968F,private,0xFCB9,0x999
隐,U+9690,private,0xFCBA,0x99A
隔,U+9694,private,0xFCBB,0x99B
隙,U+9699,private,0xFCBC,0x99C
难,U+96BE,private,0xFCBD,0x99D
雀,U+96C0,private,0xFCBE,0x99E
雄,U+96C4,private,0xFCBF,0x99F
雅,U+96C5,private,0xFCC0,0x9A0
集,U+96C6,private,0xFCC1,0x9A1
雇,U+96C7,private,0xFCC2,0x9A2
雏,U+96CF,private,0xFCC3,0x9A3
雕,U+96D5,private,0xFCC4,0x9A4
雨,U+96E8,private,0xFCC5,0x9A5
雪,U+96EA,private,0xFCC6,0x9A6
零,U+96F6,private,0xFCC7,0x9A7
雷,U+96F7,private,0xFCC8,0x9A8
需,U+9700,private,0xFCC9,0x9A9
震,U+9707,private,0xFCCA,0x9AA
露,U+9732,private,0xFCCB,0x9AB
霸,U+9738,private,0xFCCC,0x9AC
青,U+9752,private,0xFCCD,0x9AD
静,U+9759,private,0xFCCE,0x9AE
靛,U+975B,private,0xFCCF,0x9AF
非,U+975E,private,0xFCD0,0x9B0
靠,U+9760,private,0xFCD1,0x9B1
面,U+9762,private,0xFCD2,0x9B2
鞋,U+978B,private,0xFCD3,0x9B3
鞭,U+97AD,private,0xFCD4,0x9B4
韦,U+97E6,private,0xFCD5,0x9B5
韧,U+97E7,private,0xFCD6,0x9B6
音,U+97F3,private,0xFCD7,0x9B7
韵,U+97F5,private,0xFCD8,0x9B8
页,U+9875,private,0xFCD9,0x9B9
顶,U+9876,private,0xFCDA,0x9BA
项,U+9879,private,0xFCDB,0x9BB
顺,U+987A,private,0xFCDC,0x9BC
须,U+987B,private,0xFCDD,0x9BD
顽,U+987D,private,0xFCDE,0x9BE
顾,U+987E,private,0xFCDF,0x9BF
顿,U+987F,private,0xFCE0,0x9C0
颁,U+9881,private,0xFCE1,0x9C1
颂,U+9882,private,0xFCE2,0x9C2
预,U+9884,private,0xFCE3,0x9C3
领,U+9886,private,0xFCE4,0x9C4
颈,U+9888,private,0xFCE5,0x9C5
颊,U+988A,private,0xFCE6,0x9C6
频,U+9891,private,0xFCE7,0x9C7
颖,U+9896,private,0xFCE8,0x9C8
颗,U+9897,private,0xFCE9,0x9C9
题,U+9898,private,0xFCEA,0x9CA
颜,U+989C,private,0xFCEB,0x9CB
额,U+989D,private,0xFCEC,0x9CC
颠,U+98A0,private,0xFCED,0x9CD
颤,U+98A4,private,0xFCEE,0x9CE
风,U+98CE,private,0xFCEF,0x9CF
飕,U+98D5,private,0xFCF0,0x9D0
飘,U+98D8,private,0xFCF1,0x9D1
飙,U+98D9,private,0xFCF2,0x9D2
飞,U+98DE,private,0xFCF3,0x9D3
食,U+98DF,private,0xFCF4,0x9D4
飯,U+98EF,private,0xFCF5,0x9D5
餐,U+9910,private,0xFCF6,0x9D6
饪,U+996A,private,0xFCF7,0x9D7
饭,U+996D,private,0xFCF8,0x9D8
饮,U+996E,private,0xFCF9,0x9D9
饰,U+9970,private,0xFCFA,0x9DA
饱,U+9971,private,0xFCFB,0x9DB
饶,U+9976,private,0xFCFC,0x9DC
饼,U+997C,private,0xFD40,0x9DD
饿,U+997F,private,0xFD41,0x9DE
馁,U+9981,private,0xFD42,0x9DF
馆,U+9986,private,0xFD43,0x9E0
首,U+9996,private,0xFD44,0x9E1
香,U+9999,private,0xFD45,0x9E2
马,U+9A6C,private,0xFD46,0x9E3
驰,U+9A70,private,0xFD47,0x9E4
驱,U+9A71,private,0xFD48,0x9E5
驳,U+9A73,private,0xFD49,0x9E6
驷,U+9A77,private,0xFD4A,0x9E7
驼,U+9A7C,private,0xFD4B,0x9E8
驾,U+9A7E,private,0xFD4C,0x9E9
驿,U+9A7F,private,0xFD4D,0x9EA
骂,U+9A82,private,0xFD4E,0x9EB
骄,U+9A84,private,0xFD4F,0x9EC
验,U+9A8C,private,0xFD50,0x9ED
骑,U+9A91,private,0xFD51,0x9EE
骗,U+9A97,private,0xFD52,0x9EF
骚,U+9A9A,private,0xFD53,0x9F0
骨,U+9AA8,private,0xFD54,0x9F1
高,U+9AD8,private,0xFD55,0x9F2
髦,U+9AE6,private,0xFD56,0x9F3
鬘,U+9B18,private,0xFD57,0x9F4
鬼,U+9B3C,private,0xFD58,0x9F5
魂,U+9B42,private,0xFD59,0x9F6
魄,U+9B44,private,0xFD5A,0x9F7
魅,U+9B45,private,0xFD5B,0x9F8
魔,U+9B54,private,0xFD5C,0x9F9
鱼,U+9C7C,private,0xFD5D,0x9FA
鱿,U+9C7F,private,0xFD5E,0x9FB
鲁,U+9C81,private,0xFD5F,0x9FC
鲔,U+9C94,private,0xFD60,0x9FD
鲜,U+9C9C,private,0xFD61,0x9FE
鲤,U+9CA4,private,0xFD62,0x9FF
鲨,U+9CA8,private,0xFD63,0xA00
鲷,U+9CB7,private,0xFD64,0xA01
鲸,U+9CB8,private,0xFD65,0xA02
鳌,U+9CCC,private,0xFD66,0xA03
鳗,U+9CD7,private,0xFD67,0xA04
鳥,U+9CE5,private,0xFD68,0xA05
鸟,U+9E1F,private,0xFD69,0xA06
鸡,U+9E21,private,0xFD6A,0xA07
鸦,U+9E26,private,0xFD6B,0xA08
鸽,U+9E3D,private,0xFD6C,0xA09
鹃,U+9E43,private,0xFD6D,0xA0A
鹅,U+9E45,private,0xFD6E,0xA0B
鹊,U+9E4A,private,0xFD6F,0xA0C
鹤,U+9E64,private,0xFD70,0xA0D
鹫,U+9E6B,private,0xFD71,0xA0E
鹭,U+9E6D,private,0xFD72,0xA0F
鹰,U+9E70,private,0xFD73,0xA10
鹳,U+9E73,private,0xFD74,0xA11
鹿,U+9E7F,private,0xFD75,0xA12
麝,U+9E9D,private,0xFD76,0xA13
麦,U+9EA6,private,0xFD77,0xA14
麻,U+9EBB,private,0xFD78,0xA15
黄,U+9EC4,private,0xFD79,0xA16
黏,U+9ECF,private,0xFD7A,0xA17
黑,U+9ED1,private,0xFD7B,0xA18
默,U+9ED8,private,0xFD7C,0xA19
鼓,U+9F13,private,0xFD7D,0xA1A
鼻,U+9F3B,private,0xFD7E,0xA1B
齐,U+9F50,private,0xFD80,0xA1C
齿,U+9F7F,private,0xFD81,0xA1D
龄,U+9F84,private,0xFD82,0xA1E
龙,U+9F99,private,0xFD83,0xA1F
龛,U+9F9B,private,0xFD84,0xA20
