index,glyph_id,key_hex,key_bytes,char,source,reserved,unicode
571,0x23A,0xF2B2,F2B2,嗓,private,0,U+55D3
572,0x23B,0xF2B3,F2B3,嗖,private,0,U+55D6
573,0x23C,0xF2B4,F2B4,嗜,private,0,U+55DC
574,0x23D,0xF2B5,F2B5,嗝,private,0,U+55DD
575,0x23E,0xF2B6,F2B6,嗡,private,0,U+55E1
576,0x23F,0xF2B7,F2B7,嗦,private,0,U+55E6
577,0x240,0xF2B8,F2B8,嗨,private,0,U+55E8
578,0x241,0xF2B9,F2B9,嗬,private,0,U+55EC
579,0x242,0xF2BA,F2BA,嗯,private,0,U+55EF
580,0x243,0xF2BB,F2BB,嗵,private,0,U+55F5
581,0x244,0xF2BC,F2BC,嗷,private,0,U+55F7
582,0x245,0xF2BD,F2BD,嗽,private,0,U+55FD
583,0x246,0xF2BE,F2BE,嘀,private,0,U+5600
584,0x247,0xF2BF,F2BF,嘉,private,0,U+5609
585,0x248,0xF2C0,F2C0,嘎,private,0,U+560E
586,0x249,0xF2C1,F2C1,嘛,private,0,U+561B
587,0x24A,0xF2C2,F2C2,嘞,private,0,U+561E
588,0x24B,0xF2C3,F2C3,嘟,private,0,U+561F
589,0x24C,0xF2C4,F2C4,嘣,private,0,U+5623
590,0x24D,0xF2C5,F2C5,嘲,private,0,U+5632
591,0x24E,0xF2C6,F2C6,嘴,private,0,U+5634
592,0x24F,0xF2C7,F2C7,嘶,private,0,U+5636
593,0x250,0xF2C8,F2C8,嘻,private,0,U+563B
594,0x251,0xF2C9,F2C9,嘿,private,0,U+563F
595,0x252,0xF2CA,F2CA,噌,private,0,U+564C
596,0x253,0xF2CB,F2CB,噔,private,0,U+5654
597,0x254,0xF2CC,F2CC,噗,private,0,U+5657
598,0x255,0xF2CD,F2CD,噜,private,0,U+565C
599,0x256,0xF2CE,F2CE,噢,private,0,U+5662
600,0x257,0xF2CF,F2CF,器,private,0,U+5668
601,0x258,0xF2D0,F2D0,噫,private,0,U+566B
602,0x259,0xF2D1,F2D1,噬,private,0,U+566C
603,0x25A,0xF2D2,F2D2,噶,private,0,U+5676
604,0x25B,0xF2D3,F2D3,噻,private,0,U+567B
605,0x25C,0xF2D4,F2D4,噼,private,0,U+567C
606,0x25D,0xF2D5,F2D5,嚏,private,0,U+568F
607,0x25E,0xF2D6,F2D6,嚓,private,0,U+5693
608,0x25F,0xF2D7,F2D7,嚣,private,0,U+56A3
609,0x260,0xF2D8,F2D8,嚯,private,0,U+56AF
610,0x261,0xF2D9,F2D9,嚼,private,0,U+56BC
611,0x262,0xF2DA,F2DA,囊,private,0,U+56CA
612,0x263,0xF2DB,F2DB,囚,private,0,U+56DA
613,0x264,0xF2DC,F2DC,四,private,0,U+56DB
614,0x265,0xF2DD,F2DD,回,private,0,U+56DE
615,0x266,0xF2DE,F2DE,因,private,0,U+56E0
616,0x267,0xF2DF,F2DF,团,private,0,U+56E2
617,0x268,0xF2E0,F2E0,园,private,0,U+56ED
618,0x269,0xF2E1,F2E1,困,private,0,U+56F0
619,0x26A,0xF2E2,F2E2,围,private,0,U+56F4
620,0x26B,0xF2E3,F2E3,固,private,0,U+56FA
621,0x26C,0xF2E4,F2E4,国,private,0,U+56FD
622,0x26D,0xF2E5,F2E5,图,private,0,U+56FE
623,0x26E,0xF2E6,F2E6,圆,private,0,U+5706
624,0x26F,0xF2E7,F2E7,圈,private,0,U+5708
625,0x270,0xF2E8,F2E8,土,private,0,U+571F
626,0x271,0xF2E9,F2E9,圣,private,0,U+5723
627,0x272,0xF2EA,F2EA,在,private,0,U+5728
628,0x273,0xF2EB,F2EB,地,private,0,U+5730
629,0x274,0xF2EC,F2EC,场,private,0,U+573A
630,0x275,0xF2ED,F2ED,圾,private,0,U+573E
631,0x276,0xF2EE,F2EE,址,private,0,U+5740
632,0x277,0xF2EF,F2EF,坂,private,0,U+5742
633,0x278,0xF2F0,F2F0,均,private,0,U+5747
634,0x279,0xF2F1,F2F1,坏,private,0,U+574F
635,0x27A,0xF2F2,F2F2,坐,private,0,U+5750
636,0x27B,0xF2F3,F2F3,坑,private,0,U+5751
637,0x27C,0xF2F4,F2F4,块,private,0,U+5757
638,0x27D,0xF2F5,F2F5,坚,private,0,U+575A
639,0x27E,0xF2F6,F2F6,坛,private,0,U+575B
640,0x27F,0xF2F7,F2F7,坝,private,0,U+575D
641,0x280,0xF2F8,F2F8,坠,private,0,U+5760
642,0x281,0xF2F9,F2F9,坡,private,0,U+5761
643,0x282,0xF2FA,F2FA,坦,private,0,U+5766
644,0x283,0xF2FB,F2FB,垂,private,0,U+5782
645,0x284,0xF2FC,F2FC,垃,private,0,U+5783
646,0x285,0xF340,F340,型,private,0,U+578B
647,0x286,0xF341,F341,垒,private,0,U+5792
648,0x287,0xF342,F342,垫,private,0,U+57AB
649,0x288,0xF343,F343,垮,private,0,U+57AE
650,0x289,0xF344,F344,埋,private,0,U+57CB
651,0x28A,0xF345,F345,城,private,0,U+57CE
652,0x28B,0xF346,F346,域,private,0,U+57DF
653,0x28C,0xF347,F347,培,private,0,U+57F9
654,0x28D,0xF348,F348,基,private,0,U+57FA
655,0x28E,0xF349,F349,埼,private,0,U+57FC
656,0x28F,0xF34A,F34A,堂,private,0,U+5802
657,0x290,0xF34B,F34B,堆,private,0,U+5806
658,0x291,0xF34C,F34C,堕,private,0,U+5815
659,0x292,0xF34D,F34D,堤,private,0,U+5824
660,0x293,0xF34E,F34E,堪,private,0,U+582A
661,0x294,0xF34F,F34F,堵,private,0,U+5835
662,0x295,0xF350,F350,塌,private,0,U+584C
663,0x296,0xF351,F351,塑,private,0,U+5851
664,0x297,0xF352,F352,塔,private,0,U+5854
665,0x298,0xF353,F353,塞,private,0,U+585E
666,0x299,0xF354,F354,填,private,0,U+586B
667,0x29A,0xF355,F355,塾,private,0,U+587E
668,0x29B,0xF356,F356,境,private,0,U+5883
669,0x29C,0xF357,F357,墙,private,0,U+5899
670,0x29D,0xF358,F358,增,private,0,U+589E
671,0x29E,0xF359,F359,壁,private,0,U+58C1
672,0x29F,0xF35A,F35A,士,private,0,U+58EB
673,0x2A0,0xF35B,F35B,壮,private,0,U+58EE
674,0x2A1,0xF35C,F35C,声,private,0,U+58F0
675,0x2A2,0xF35D,F35D,壶,private,0,U+58F6
676,0x2A3,0xF35E,F35E,处,private,0,U+5904
677,0x2A4,0xF35F,F35F,备,private,0,U+5907
678,0x2A5,0xF360,F360,复,private,0,U+590D
679,0x2A6,0xF361,F361,夕,private,0,U+5915
680,0x2A7,0xF362,F362,外,private,0,U+5916
681,0x2A8,0xF363,F363,多,private,0,U+591A
682,0x2A9,0xF364,F364,夜,private,0,U+591C
683,0x2AA,0xF365,F365,够,private,0,U+591F
684,0x2AB,0xF366,F366,大,private,0,U+5927
685,0x2AC,0xF367,F367,天,private,0,U+5929
686,0x2AD,0xF368,F368,太,private,0,U+592A
687,0x2AE,0xF369,F369,夫,private,0,U+592B
688,0x2AF,0xF36A,F36A,失,private,0,U+5931
689,0x2B0,0xF36B,F36B,头,private,0,U+5934
690,0x2B1,0xF36C,F36C,夷,private,0,U+5937
691,0x2B2,0xF36D,F36D,夸,private,0,U+5938
692,0x2B3,0xF36E,F36E,夹,private,0,U+5939
693,0x2B4,0xF36F,F36F,夺,private,0,U+593A
694,0x2B5,0xF370,F370,奇,private,0,U+5947
695,0x2B6,0xF371,F371,奈,private,0,U+5948
696,0x2B7,0xF372,F372,奉,private,0,U+5949
697,0x2B8,0xF373,F373,奋,private,0,U+594B
698,0x2B9,0xF374,F374,奏,private,0,U+594F
699,0x2BA,0xF375,F375,契,private,0,U+5951
700,0x2BB,0xF376,F376,奔,private,0,U+5954
701,0x2BC,0xF377,F377,奖,private,0,U+5956
702,0x2BD,0xF378,F378,套,private,0,U+5957
703,0x2BE,0xF379,F379,奢,private,0,U+5962
704,0x2BF,0xF37A,F37A,奥,private,0,U+5965
705,0x2C0,0xF37B,F37B,女,private,0,U+5973
706,0x2C1,0xF37C,F37C,奶,private,0,U+5976
707,0x2C2,0xF37D,F37D,她,private,0,U+5979
708,0x2C3,0xF37E,F37E,好,private,0,U+597D
709,0x2C4,0xF380,F380,如,private,0,U+5982
710,0x2C5,0xF381,F381,妄,private,0,U+5984
711,0x2C6,0xF382,F382,妆,private,0,U+5986
712,0x2C7,0xF383,F383,妇,private,0,U+5987
713,0x2C8,0xF384,F384,妈,private,0,U+5988
714,0x2C9,0xF385,F385,妒,private,0,U+5992
715,0x2CA,0xF386,F386,妖,private,0,U+5996
716,0x2CB,0xF387,F387,妙,private,0,U+5999
717,0x2CC,0xF388,F388,妥,private,0,U+59A5
718,0x2CD,0xF389,F389,妨,private,0,U+59A8
719,0x2CE,0xF38A,F38A,妹,private,0,U+59B9
720,0x2CF,0xF38B,F38B,姆,private,0,U+59C6
721,0x2D0,0xF38C,F38C,始,private,0,U+59CB
722,0x2D1,0xF38D,F38D,姐,private,0,U+59D0
723,0x2D2,0xF38E,F38E,姑,private,0,U+59D1
724,0x2D3,0xF38F,F38F,姓,private,0,U+59D3
725,0x2D4,0xF390,F390,委,private,0,U+59D4
726,0x2D5,0xF391,F391,姥,private,0,U+59E5
727,0x2D6,0xF392,F392,姨,private,0,U+59E8
728,0x2D7,0xF393,F393,姿,private,0,U+59FF
729,0x2D8,0xF394,F394,威,private,0,U+5A01
730,0x2D9,0xF395,F395,娃,private,0,U+5A03
731,0x2DA,0xF396,F396,娇,private,0,U+5A07
732,0x2DB,0xF397,F397,娘,private,0,U+5A18
733,0x2DC,0xF398,F398,娱,private,0,U+5A31
734,0x2DD,0xF399,F399,娶,private,0,U+5A36
735,0x2DE,0xF39A,F39A,婆,private,0,U+5A46
736,0x2DF,0xF39B,F39B,婉,private,0,U+5A49
737,0x2E0,0xF39C,F39C,婚,private,0,U+5A5A
738,0x2E1,0xF39D,F39D,婴,private,0,U+5A74
739,0x2E2,0xF39E,F39E,媒,private,0,U+5A92
740,0x2E3,0xF39F,F39F,媛,private,0,U+5A9B
741,0x2E4,0xF3A0,F3A0,嫉,private,0,U+5AC9
742,0x2E5,0xF3A1,F3A1,嫌,private,0,U+5ACC
743,0x2E6,0xF3A2,F3A2,嫩,private,0,U+5AE9
744,0x2E7,0xF3A3,F3A3,子,private,0,U+5B50
745,0x2E8,0xF3A4,F3A4,孔,private,0,U+5B54
746,0x2E9,0xF3A5,F3A5,字,private,0,U+5B57
747,0x2EA,0xF3A6,F3A6,存,private,0,U+5B58
748,0x2EB,0xF3A7,F3A7,季,private,0,U+5B63
749,0x2EC,0xF3A8,F3A8,孤,private,0,U+5B64
750,0x2ED,0xF3A9,F3A9,学,private,0,U+5B66
751,0x2EE,0xF3AA,F3AA,孩,private,0,U+5B69
752,0x2EF,0xF3AB,F3AB,孽,private,0,U+5B7D
753,0x2F0,0xF3AC,F3AC,宁,private,0,U+5B81
754,0x2F1,0xF3AD,F3AD,它,private,0,U+5B83
755,0x2F2,0xF3AE,F3AE,宅,private,0,U+5B85
756,0x2F3,0xF3AF,F3AF,宇,private,0,U+5B87
757,0x2F4,0xF3B0,F3B0,守,private,0,U+5B88
758,0x2F5,0xF3B1,F3B1,安,private,0,U+5B89
759,0x2F6,0xF3B2,F3B2,完,private,0,U+5B8C
760,0x2F7,0xF3B3,F3B3,宏,private,0,U+5B8F
761,0x2F8,0xF3B4,F3B4,官,private,0,U+5B98
762,0x2F9,0xF3B5,F3B5,宙,private,0,U+5B99
763,0x2FA,0xF3B6,F3B6,定,private,0,U+5B9A
764,0x2FB,0xF3B7,F3B7,宜,private,0,U+5B9C
765,0x2FC,0xF3B8,F3B8,宝,private,0,U+5B9D
766,0x2FD,0xF3B9,F3B9,实,private,0,U+5B9E
767,0x2FE,0xF3BA,F3BA,宠,private,0,U+5BA0
768,0x2FF,0xF3BB,F3BB,审,private,0,U+5BA1
769,0x300,0xF3BC,F3BC,客,private,0,U+5BA2
770,0x301,0xF3BD,F3BD,宣,private,0,U+5BA3
771,0x302,0xF3BE,F3BE,室,private,0,U+5BA4
772,0x303,0xF3BF,F3BF,宫,private,0,U+5BAB
773,0x304,0xF3C0,F3C0,害,private,0,U+5BB3
774,0x305,0xF3C1,F3C1,宵,private,0,U+5BB5
775,0x306,0xF3C2,F3C2,家,private,0,U+5BB6
776,0x307,0xF3C3,F3C3,容,private,0,U+5BB9
777,0x308,0xF3C4,F3C4,宽,private,0,U+5BBD
778,0x309,0xF3C5,F3C5,宾,private,0,U+5BBE
779,0x30A,0xF3C6,F3C6,宿,private,0,U+5BBF
780,0x30B,0xF3C7,F3C7,寂,private,0,U+5BC2
781,0x30C,0xF3C8,F3C8,寄,private,0,U+5BC4
782,0x30D,0xF3C9,F3C9,密,private,0,U+5BC6
783,0x30E,0xF3CA,F3CA,富,private,0,U+5BCC
784,0x30F,0xF3CB,F3CB,寐,private,0,U+5BD0
785,0x310,0xF3CC,F3CC,寒,private,0,U+5BD2
786,0x311,0xF3CD,F3CD,寞,private,0,U+5BDE
787,0x312,0xF3CE,F3CE,察,private,0,U+5BDF
788,0x313,0xF3CF,F3CF,寡,private,0,U+5BE1
789,0x314,0xF3D0,F3D0,寸,private,0,U+5BF8
790,0x315,0xF3D1,F3D1,对,private,0,U+5BF9
791,0x316,0xF3D2,F3D2,寺,private,0,U+5BFA
792,0x317,0xF3D3,F3D3,寻,private,0,U+5BFB
793,0x318,0xF3D4,F3D4,导,private,0,U+5BFC
794,0x319,0xF3D5,F3D5,寿,private,0,U+5BFF
795,0x31A,0xF3D6,F3D6,封,private,0,U+5C01
796,0x31B,0xF3D7,F3D7,将,private,0,U+5C06
797,0x31C,0xF3D8,F3D8,尊,private,0,U+5C0A
798,0x31D,0xF3D9,F3D9,小,private,0,U+5C0F
799,0x31E,0xF3DA,F3DA,少,private,0,U+5C11
800,0x31F,0xF3DB,F3DB,尔,private,0,U+5C14
801,0x320,0xF3DC,F3DC,尖,private,0,U+5C16
802,0x321,0xF3DD,F3DD,尘,private,0,U+5C18
803,0x322,0xF3DE,F3DE,尚,private,0,U+5C1A
804,0x323,0xF3DF,F3DF,尝,private,0,U+5C1D
805,0x324,0xF3E0,F3E0,尤,private,0,U+5C24
806,0x325,0xF3E1,F3E1,尬,private,0,U+5C2C
807,0x326,0xF3E2,F3E2,就,private,0,U+5C31
808,0x327,0xF3E3,F3E3,尴,private,0,U+5C34
809,0x328,0xF3E4,F3E4,尸,private,0,U+5C38
810,0x329,0xF3E5,F3E5,尼,private,0,U+5C3C
811,0x32A,0xF3E6,F3E6,尽,private,0,U+5C3D
812,0x32B,0xF3E7,F3E7,尾,private,0,U+5C3E
813,0x32C,0xF3E8,F3E8,尿,private,0,U+5C3F
814,0x32D,0xF3E9,F3E9,局,private,0,U+5C40
815,0x32E,0xF3EA,F3EA,屁,private,0,U+5C41
816,0x32F,0xF3EB,F3EB,层,private,0,U+5C42
817,0x330,0xF3EC,F3EC,居,private,0,U+5C45
818,0x331,0xF3ED,F3ED,屈,private,0,U+5C48
819,0x332,0xF3EE,F3EE,届,private,0,U+5C4A
820,0x333,0xF3EF,F3EF,屋,private,0,U+5C4B
821,0x334,0xF3F0,F3F0,屏,private,0,U+5C4F
822,0x335,0xF3F1,F3F1,展,private,0,U+5C55
823,0x336,0xF3F2,F3F2,属,private,0,U+5C5E
824,0x337,0xF3F3,F3F3,山,private,0,U+5C71
825,0x338,0xF3F4,F3F4,屿,private,0,U+5C7F
826,0x339,0xF3F5,F3F5,岁,private,0,U+5C81
827,0x33A,0xF3F6,F3F6,岂,private,0,U+5C82
828,0x33B,0xF3F7,F3F7,岐,private,0,U+5C90
829,0x33C,0xF3F8,F3F8,岔,private,0,U+5C94
830,0x33D,0xF3F9,F3F9,岚,private,0,U+5C9A
831,0x33E,0xF3FA,F3FA,岛,private,0,U+5C9B
832,0x33F,0xF3FB,F3FB,岩,private,0,U+5CA9
833,0x340,0xF3FC,F3FC,岸,private,0,U+5CB8
834,0x341,0xF440,F440,峡,private,0,U+5CE1
835,0x342,0xF441,F441,峦,private,0,U+5CE6
836,0x343,0xF442,F442,峰,private,0,U+5CF0
837,0x344,0xF443,F443,峻,private,0,U+5CFB
838,0x345,0xF444,F444,崇,private,0,U+5D07
839,0x346,0xF445,F445,崎,private,0,U+5D0E
840,0x347,0xF446,F446,崩,private,0,U+5D29
841,0x348,0xF447,F447,崭,private,0,U+5D2D
842,0x349,0xF448,F448,巅,private,0,U+5DC5
843,0x34A,0xF449,F449,巍,private,0,U+5DCD
844,0x34B,0xF44A,F44A,川,private,0,U+5DDD
845,0x34C,0xF44B,F44B,巡,private,0,U+5DE1
846,0x34D,0xF44C,F44C,工,private,0,U+5DE5
847,0x34E,0xF44D,F44D,左,private,0,U+5DE6
848,0x34F,0xF44E,F44E,巧,private,0,U+5DE7
849,0x350,0xF44F,F44F,巨,private,0,U+5DE8
850,0x351,0xF450,F450,巫,private,0,U+5DEB
851,0x352,0xF451,F451,差,private,0,U+5DEE
852,0x353,0xF452,F452,己,private,0,U+5DF1
853,0x354,0xF453,F453,已,private,0,U+5DF2
854,0x355,0xF454,F454,巴,private,0,U+5DF4
855,0x356,0xF455,F455,巾,private,0,U+5DFE
856,0x357,0xF456,F456,市,private,0,U+5E02
857,0x358,0xF457,F457,布,private,0,U+5E03
858,0x359,0xF458,F458,帅,private,0,U+5E05
859,0x35A,0xF459,F459,师,private,0,U+5E08
860,0x35B,0xF45A,F45A,希,private,0,U+5E0C
861,0x35C,0xF45B,F45B,帐,private,0,U+5E10
862,0x35D,0xF45C,F45C,帕,private,0,U+5E15
863,0x35E,0xF45D,F45D,帖,private,0,U+5E16
864,0x35F,0xF45E,F45E,帘,private,0,U+5E18
865,0x360,0xF45F,F45F,帝,private,0,U+5E1D
866,0x361,0xF460,F460,带,private,0,U+5E26
867,0x362,0xF461,F461,席,private,0,U+5E2D
868,0x363,0xF462,F462,帮,private,0,U+5E2E
869,0x364,0xF463,F463,帷,private,0,U+5E37
870,0x365,0xF464,F464,常,private,0,U+5E38
871,0x366,0xF465,F465,帽,private,0,U+5E3D
872,0x367,0xF466,F466,幅,private,0,U+5E45
873,0x368,0xF467,F467,幕,private,0,U+5E55
874,0x369,0xF468,F468,干,private,0,U+5E72
875,0x36A,0xF469,F469,平,private,0,U+5E73
876,0x36B,0xF46A,F46A,年,private,0,U+5E74
877,0x36C,0xF46B,F46B,并,private,0,U+5E76
878,0x36D,0xF46C,F46C,幸,private,0,U+5E78
879,0x36E,0xF46D,F46D,幻,private,0,U+5E7B
880,0x36F,0xF46E,F46E,幽,private,0,U+5E7D
881,0x370,0xF46F,F46F,广,private,0,U+5E7F
882,0x371,0xF470,F470,庆,private,0,U+5E86
883,0x372,0xF471,F471,床,private,0,U+5E8A
884,0x373,0xF472,F472,序,private,0,U+5E8F
885,0x374,0xF473,F473,库,private,0,U+5E93
886,0x375,0xF474,F474,应,private,0,U+5E94
887,0x376,0xF475,F475,底,private,0,U+5E95
888,0x377,0xF476,F476,店,private,0,U+5E97
889,0x378,0xF477,F477,府,private,0,U+5E9C
890,0x379,0xF478,F478,废,private,0,U+5E9F
891,0x37A,0xF479,F479,度,private,0,U+5EA6
892,0x37B,0xF47A,F47A,座,private,0,U+5EA7
893,0x37C,0xF47B,F47B,庭,private,0,U+5EAD
894,0x37D,0xF47C,F47C,康,private,0,U+5EB7
895,0x37E,0xF47D,F47D,延,private,0,U+5EF6
896,0x37F,0xF47E,F47E,建,private,0,U+5EFA
897,0x380,0xF480,F480,开,private,0,U+5F00
898,0x381,0xF481,F481,异,private,0,U+5F02
899,0x382,0xF482,F482,弃,private,0,U+5F03
900,0x383,0xF483,F483,弄,private,0,U+5F04
901,0x384,0xF484,F484,弊,private,0,U+5F0A
902,0x385,0xF485,F485,式,private,0,U+5F0F
903,0x386,0xF486,F486,弓,private,0,U+5F13
904,0x387,0xF487,F487,引,private,0,U+5F15
905,0x388,0xF488,F488,弗,private,0,U+5F17
906,0x389,0xF489,F489,弟,private,0,U+5F1F
907,0x38A,0xF48A,F48A,张,private,0,U+5F20
908,0x38B,0xF48B,F48B,弥,private,0,U+5F25
909,0x38C,0xF48C,F48C,弯,private,0,U+5F2F
910,0x38D,0xF48D,F48D,弱,private,0,U+5F31
911,0x38E,0xF48E,F48E,弹,private,0,U+5F39
912,0x38F,0xF48F,F48F,强,private,0,U+5F3A
913,0x390,0xF490,F490,归,private,0,U+5F52
914,0x391,0xF491,F491,当,private,0,U+5F53
915,0x392,0xF492,F492,录,private,0,U+5F55
916,0x393,0xF493,F493,彗,private,0,U+5F57
917,0x394,0xF494,F494,彡,private,0,U+5F61
918,0x395,0xF495,F495,形,private,0,U+5F62
919,0x396,0xF496,F496,彩,private,0,U+5F69
920,0x397,0xF497,F497,彬,private,0,U+5F6C
921,0x398,0xF498,F498,彰,private,0,U+5F70
922,0x399,0xF499,F499,影,private,0,U+5F71
923,0x39A,0xF49A,F49A,役,private,0,U+5F79
924,0x39B,0xF49B,F49B,彻,private,0,U+5F7B
925,0x39C,0xF49C,F49C,彼,private,0,U+5F7C
926,0x39D,0xF49D,F49D,往,private,0,U+5F80
927,0x39E,0xF49E,F49E,征,private,0,U+5F81
928,0x39F,0xF49F,F49F,径,private,0,U+5F84
929,0x3A0,0xF4A0,F4A0,待,private,0,U+5F85
930,0x3A1,0xF4A1,F4A1,很,private,0,U+5F88
931,0x3A2,0xF4A2,F4A2,律,private,0,U+5F8B
932,0x3A3,0xF4A3,F4A3,徒,private,0,U+5F92
933,0x3A4,0xF4A4,F4A4,得,private,0,U+5F97
934,0x3A5,0xF4A5,F4A5,循,private,0,U+5FAA
935,0x3A6,0xF4A6,F4A6,微,private,0,U+5FAE
936,0x3A7,0xF4A7,F4A7,德,private,0,U+5FB7
937,0x3A8,0xF4A8,F4A8,心,private,0,U+5FC3
938,0x3A9,0xF4A9,F4A9,必,private,0,U+5FC5
939,0x3AA,0xF4AA,F4AA,忆,private,0,U+5FC6
940,0x3AB,0xF4AB,F4AB,忌,private,0,U+5FCC
941,0x3AC,0xF4AC,F4AC,忍,private,0,U+5FCD
942,0x3AD,0xF4AD,F4AD,忐,private,0,U+5FD0
943,0x3AE,0xF4AE,F4AE,忑,private,0,U+5FD1
944,0x3AF,0xF4AF,F4AF,志,private,0,U+5FD7
945,0x3B0,0xF4B0,F4B0,忘,private,0,U+5FD8
946,0x3B1,0xF4B1,F4B1,忙,private,0,U+5FD9
947,0x3B2,0xF4B2,F4B2,忠,private,0,U+5FE0
948,0x3B3,0xF4B3,F4B3,忧,private,0,U+5FE7
949,0x3B4,0xF4B4,F4B4,快,private,0,U+5FEB
950,0x3B5,0xF4B5,F4B5,念,private,0,U+5FF5
951,0x3B6,0xF4B6,F4B6,忽,private,0,U+5FFD
952,0x3B7,0xF4B7,F4B7,怀,private,0,U+6000
953,0x3B8,0xF4B8,F4B8,态,private,0,U+6001
954,0x3B9,0xF4B9,F4B9,怂,private,0,U+6002
955,0x3BA,0xF4BA,F4BA,怎,private,0,U+600E
956,0x3BB,0xF4BB,F4BB,怒,private,0,U+6012
957,0x3BC,0xF4BC,F4BC,怕,private,0,U+6015
958,0x3BD,0xF4BD,F4BD,怖,private,0,U+6016
959,0x3BE,0xF4BE,F4BE,怜,private,0,U+601C
960,0x3BF,0xF4BF,F4BF,思,private,0,U+601D
961,0x3C0,0xF4C0,F4C0,怠,private,0,U+6020
962,0x3C1,0xF4C1,F4C1,急,private,0,U+6025
963,0x3C2,0xF4C2,F4C2,怦,private,0,U+6026
964,0x3C3,0xF4C3,F4C3,性,private,0,U+6027
965,0x3C4,0xF4C4,F4C4,怨,private,0,U+6028
966,0x3C5,0xF4C5,F4C5,怪,private,0,U+602A
967,0x3C6,0xF4C6,F4C6,怯,private,0,U+602F
968,0x3C7,0xF4C7,F4C7,总,private,0,U+603B
969,0x3C8,0xF4C8,F4C8,恋,private,0,U+604B
970,0x3C9,0xF4C9,F4C9,恐,private,0,U+6050
971,0x3CA,0xF4CA,F4CA,恒,private,0,U+6052
972,0x3CB,0xF4CB,F4CB,恕,private,0,U+6055
973,0x3CC,0xF4CC,F4CC,恢,private,0,U+6062
974,0x3CD,0xF4CD,F4CD,恤,private,0,U+6064
975,0x3CE,0xF4CE,F4CE,恨,private,0,U+6068
976,0x3CF,0xF4CF,F4CF,恩,private,0,U+6069
977,0x3D0,0xF4D0,F4D0,恭,private,0,U+606D
978,0x3D1,0xF4D1,F4D1,息,private,0,U+606F
979,0x3D2,0xF4D2,F4D2,恰,private,0,U+6070
980,0x3D3,0xF4D3,F4D3,恳,private,0,U+6073
981,0x3D4,0xF4D4,F4D4,恶,private,0,U+6076
982,0x3D5,0xF4D5,F4D5,恼,private,0,U+607C
983,0x3D6,0xF4D6,F4D6,悄,private,0,U+6084
984,0x3D7,0xF4D7,F4D7,悉,private,0,U+6089
985,0x3D8,0xF4D8,F4D8,悔,private,0,U+6094
986,0x3D9,0xF4D9,F4D9,悟,private,0,U+609F
987,0x3DA,0xF4DA,F4DA,悠,private,0,U+60A0
988,0x3DB,0xF4DB,F4DB,悦,private,0,U+60A6
989,0x3DC,0xF4DC,F4DC,您,private,0,U+60A8
990,0x3DD,0xF4DD,F4DD,悬,private,0,U+60AC
991,0x3DE,0xF4DE,F4DE,悲,private,0,U+60B2
992,0x3DF,0xF4DF,F4DF,悸,private,0,U+60B8
993,0x3E0,0xF4E0,F4E0,情,private,0,U+60C5
994,0x3E1,0xF4E1,F4E1,惊,private,0,U+60CA
995,0x3E2,0xF4E2,F4E2,惑,private,0,U+60D1
996,0x3E3,0xF4E3,F4E3,惕,private,0,U+60D5
997,0x3E4,0xF4E4,F4E4,惜,private,0,U+60DC
998,0x3E5,0xF4E5,F4E5,惠,private,0,U+60E0
999,0x3E6,0xF4E6,F4E6,惦,private,0,U+60E6
1000,0x3E7,0xF4E7,F4E7,惧,private,0,U+60E7
1001,0x3E8,0xF4E8,F4E8,惨,private,0,U+60E8
1002,0x3E9,0xF4E9,F4E9,惩,private,0,U+60E9
1003,0x3EA,0xF4EA,F4EA,惬,private,0,U+60EC
1004,0x3EB,0xF4EB,F4EB,惯,private,0,U+60EF
1005,0x3EC,0xF4EC,F4EC,想,private,0,U+60F3
1006,0x3ED,0xF4ED,F4ED,惹,private,0,U+60F9
1007,0x3EE,0xF4EE,F4EE,愁,private,0,U+6101
1008,0x3EF,0xF4EF,F4EF,愈,private,0,U+6108
1009,0x3F0,0xF4F0,F4F0,愉,private,0,U+6109
1010,0x3F1,0xF4F1,F4F1,意,private,0,U+610F
1011,0x3F2,0xF4F2,F4F2,愛,private,0,U+611B
1012,0x3F3,0xF4F3,F4F3,感,private,0,U+611F
1013,0x3F4,0xF4F4,F4F4,愣,private,0,U+6123
1014,0x3F5,0xF4F5,F4F5,愤,private,0,U+6124
1015,0x3F6,0xF4F6,F4F6,愧,private,0,U+6127
1016,0x3F7,0xF4F7,F4F7,愿,private,0,U+613F
1017,0x3F8,0xF4F8,F4F8,慈,private,0,U+6148
1018,0x3F9,0xF4F9,F4F9,慌,private,0,U+614C
1019,0x3FA,0xF4FA,F4FA,慎,private,0,U+614E
1020,0x3FB,0xF4FB,F4FB,慕,private,0,U+6155
1021,0x3FC,0xF4FC,F4FC,慢,private,0,U+6162
1022,0x3FD,0xF540,F540,慰,private,0,U+6170
1023,0x3FE,0xF541,F541,憋,private,0,U+618B
1024,0x3FF,0xF542,F542,憧,private,0,U+61A7
1025,0x400,0xF543,F543,憬,private,0,U+61AC
1026,0x401,0xF544,F544,憾,private,0,U+61BE
1027,0x402,0xF545,F545,懂,private,0,U+61C2
1028,0x403,0xF546,F546,懈,private,0,U+61C8
1029,0x404,0xF547,F547,懊,private,0,U+61CA
1030,0x405,0xF548,F548,懒,private,0,U+61D2
